_id,MonthEnding,HBT,HBTQF,PatientType,WaitType,Specialty,SpecialtyQF,Waits,WaitsQF,WaitsOver12Weeks,WaitsOver12WeeksQF,WaitsOver52Weeks,WaitsOver52WeeksQF,WaitsOver78Weeks,WaitsOver78WeeksQF,WaitsOver104Weeks,WaitsOver104WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
10219,20250831,S08000031,,New Outpatient,Completed,A82,,230,,20,,0,,0,,0,,41.5,,77.1,
10220,20241031,S08000031,,New Outpatient,Completed,A82,,211,,3,,0,,0,,0,,32,,54,
10221,20251031,S08000031,,New Outpatient,Completed,A82,,225,,17,,0,,0,,0,,38,,75,
10222,20231231,S08000031,,New Outpatient,Completed,A82,,190,,29,,0,,0,,0,,29,,112,
10223,20241231,S08000031,,New Outpatient,Completed,A82,,163,,15,,0,,0,,0,,35,,70.4,
10224,20250228,S08000031,,New Outpatient,Completed,A9,,782,,371,,20,,0,,0,,72.5,,361,
10225,20240229,S08000031,,New Outpatient,Completed,A9,,728,,296,,10,,0,,0,,55,,283,
10226,20240430,S08000031,,New Outpatient,Completed,A9,,676,,241,,6,,0,,0,,45,,300,
10227,20250430,S08000031,,New Outpatient,Completed,A9,,828,,385,,34,,0,,0,,70,,360.3,
10228,20240630,S08000031,,New Outpatient,Completed,A9,,610,,257,,10,,0,,0,,48,,321,
10229,20250630,S08000031,,New Outpatient,Completed,A9,,766,,404,,54,,0,,0,,114.5,,364,
10230,20240930,S08000031,,New Outpatient,Completed,A9,,782,,369,,5,,0,,0,,62,,347.9,
10231,20250930,S08000031,,New Outpatient,Completed,A9,,887,,429,,28,,0,,0,,84,,363,
10232,20231130,S08000031,,New Outpatient,Completed,A9,,878,,457,,10,,0,,0,,96,,322,
10233,20241130,S08000031,,New Outpatient,Completed,A9,,821,,379,,2,,0,,0,,69,,354,
10234,20251130,S08000031,,New Outpatient,Completed,A9,,822,,437,,37,,0,,0,,91,,363,
10235,20240131,S08000031,,New Outpatient,Completed,A9,,819,,380,,2,,0,,0,,60,,262,
10236,20250131,S08000031,,New Outpatient,Completed,A9,,821,,364,,15,,0,,0,,69,,362,
10237,20240331,S08000031,,New Outpatient,Completed,A9,,655,,262,,4,,0,,0,,48,,280.6,
10238,20250331,S08000031,,New Outpatient,Completed,A9,,819,,377,,27,,0,,0,,61,,362.2,
10239,20240531,S08000031,,New Outpatient,Completed,A9,,782,,380,,4,,0,,0,,75,,308,
10240,20250531,S08000031,,New Outpatient,Completed,A9,,821,,416,,39,,0,,0,,104,,363,
10241,20240731,S08000031,,New Outpatient,Completed,A9,,672,,262,,3,,0,,0,,52,,322.9,
10242,20250731,S08000031,,New Outpatient,Completed,A9,,786,,411,,36,,0,,0,,97.5,,363,
10243,20240831,S08000031,,New Outpatient,Completed,A9,,757,,325,,61,,2,,0,,59,,354,
10244,20250831,S08000031,,New Outpatient,Completed,A9,,842,,386,,45,,0,,0,,79,,364,
10245,20241031,S08000031,,New Outpatient,Completed,A9,,847,,396,,3,,0,,0,,66,,353,
10246,20251031,S08000031,,New Outpatient,Completed,A9,,836,,455,,22,,0,,0,,91,,363,
10247,20231231,S08000031,,New Outpatient,Completed,A9,,717,,380,,11,,0,,0,,104,,293,
10248,20241231,S08000031,,New Outpatient,Completed,A9,,600,,258,,4,,0,,0,,54,,356,
10249,20250228,S08000031,,New Outpatient,Completed,AB,,573,,32,,0,,0,,0,,15,,71.8,
10250,20240229,S08000031,,New Outpatient,Completed,AB,,578,,92,,0,,0,,0,,14,,110.3,
10251,20240430,S08000031,,New Outpatient,Completed,AB,,559,,44,,1,,0,,0,,15,,80.2,
10252,20250430,S08000031,,New Outpatient,Completed,AB,,540,,29,,0,,0,,0,,22,,60,
10253,20240630,S08000031,,New Outpatient,Completed,AB,,540,,63,,0,,0,,0,,16.5,,93.1,
10254,20250630,S08000031,,New Outpatient,Completed,AB,,587,,24,,0,,0,,0,,14,,60,
10255,20240930,S08000031,,New Outpatient,Completed,AB,,586,,56,,0,,0,,0,,21,,83,
10256,20250930,S08000031,,New Outpatient,Completed,AB,,659,,25,,0,,0,,0,,20,,64,
10257,20231130,S08000031,,New Outpatient,Completed,AB,,590,,84,,0,,0,,0,,14,,104,
10258,20241130,S08000031,,New Outpatient,Completed,AB,,594,,72,,0,,0,,0,,23,,92,
10259,20251130,S08000031,,New Outpatient,Completed,AB,,632,,15,,0,,0,,0,,20,,69,
10260,20240131,S08000031,,New Outpatient,Completed,AB,,571,,53,,0,,0,,0,,14,,83,
10261,20250131,S08000031,,New Outpatient,Completed,AB,,611,,36,,0,,0,,0,,22,,79,
10262,20240331,S08000031,,New Outpatient,Completed,AB,,532,,59,,1,,0,,0,,13,,90.8,
10263,20250331,S08000031,,New Outpatient,Completed,AB,,621,,36,,0,,0,,0,,17,,57,
10264,20240531,S08000031,,New Outpatient,Completed,AB,,616,,65,,0,,0,,0,,14,,86,
10265,20250531,S08000031,,New Outpatient,Completed,AB,,597,,38,,0,,0,,0,,21,,69.4,
10266,20240731,S08000031,,New Outpatient,Completed,AB,,598,,62,,0,,0,,0,,19,,85.6,
10267,20250731,S08000031,,New Outpatient,Completed,AB,,642,,40,,0,,0,,0,,21,,63,
10268,20240831,S08000031,,New Outpatient,Completed,AB,,575,,50,,0,,0,,0,,16,,81,
10269,20250831,S08000031,,New Outpatient,Completed,AB,,556,,37,,0,,0,,0,,21,,69,
10270,20241031,S08000031,,New Outpatient,Completed,AB,,599,,47,,0,,0,,0,,19,,80.2,
10271,20251031,S08000031,,New Outpatient,Completed,AB,,607,,32,,0,,0,,0,,19,,69.4,
10272,20231231,S08000031,,New Outpatient,Completed,AB,,483,,53,,0,,0,,0,,16,,89.8,
10273,20241231,S08000031,,New Outpatient,Completed,AB,,528,,45,,0,,0,,0,,15,,77,
10274,20250228,S08000031,,New Outpatient,Completed,AD,,180,,0,,0,,0,,0,,10,,21.1,
10275,20240229,S08000031,,New Outpatient,Completed,AD,,196,,0,,0,,0,,0,,9,,21,
10276,20240430,S08000031,,New Outpatient,Completed,AD,,208,,0,,0,,0,,0,,10,,28,
10277,20250430,S08000031,,New Outpatient,Completed,AD,,235,,0,,0,,0,,0,,11,,25,
10278,20240630,S08000031,,New Outpatient,Completed,AD,,218,,0,,0,,0,,0,,9,,30.3,
10279,20250630,S08000031,,New Outpatient,Completed,AD,,243,,0,,0,,0,,0,,10,,30.8,
10280,20240930,S08000031,,New Outpatient,Completed,AD,,207,,0,,0,,0,,0,,8,,22.4,
10281,20250930,S08000031,,New Outpatient,Completed,AD,,227,,0,,0,,0,,0,,9,,27,
10282,20231130,S08000031,,New Outpatient,Completed,AD,,227,,0,,0,,0,,0,,8,,21,
10283,20241130,S08000031,,New Outpatient,Completed,AD,,211,,0,,0,,0,,0,,8,,25,
10284,20251130,S08000031,,New Outpatient,Completed,AD,,221,,0,,0,,0,,0,,14,,29,
10285,20240131,S08000031,,New Outpatient,Completed,AD,,219,,0,,0,,0,,0,,10,,26,
10286,20250131,S08000031,,New Outpatient,Completed,AD,,219,,0,,0,,0,,0,,9,,29,
10287,20240331,S08000031,,New Outpatient,Completed,AD,,219,,0,,0,,0,,0,,8,,21.2,
10288,20250331,S08000031,,New Outpatient,Completed,AD,,209,,0,,0,,0,,0,,9,,26,
10289,20240531,S08000031,,New Outpatient,Completed,AD,,216,,0,,0,,0,,0,,8,,24.5,
10290,20250531,S08000031,,New Outpatient,Completed,AD,,223,,0,,0,,0,,0,,10,,28,
10291,20240731,S08000031,,New Outpatient,Completed,AD,,232,,0,,0,,0,,0,,10,,26.9,
10292,20250731,S08000031,,New Outpatient,Completed,AD,,273,,0,,0,,0,,0,,14,,28.8,
10293,20240831,S08000031,,New Outpatient,Completed,AD,,222,,0,,0,,0,,0,,12,,32.9,
10294,20250831,S08000031,,New Outpatient,Completed,AD,,229,,0,,0,,0,,0,,13,,35,
10295,20241031,S08000031,,New Outpatient,Completed,AD,,254,,0,,0,,0,,0,,10,,26,
10296,20251031,S08000031,,New Outpatient,Completed,AD,,230,,0,,0,,0,,0,,13.5,,34,
10297,20231231,S08000031,,New Outpatient,Completed,AD,,185,,0,,0,,0,,0,,8,,21,
10298,20241231,S08000031,,New Outpatient,Completed,AD,,190,,0,,0,,0,,0,,9,,25.1,
10299,20250228,S08000031,,New Outpatient,Completed,AF,,366,,155,,0,,0,,0,,46.5,,187,
10300,20240229,S08000031,,New Outpatient,Completed,AF,,483,,115,,0,,0,,0,,49,,92,
10301,20240430,S08000031,,New Outpatient,Completed,AF,,405,,23,,0,,0,,0,,57,,83,
10302,20250430,S08000031,,New Outpatient,Completed,AF,,382,,154,,0,,0,,0,,51,,213.9,
10303,20240630,S08000031,,New Outpatient,Completed,AF,,421,,119,,0,,0,,0,,49,,97,
10304,20250630,S08000031,,New Outpatient,Completed,AF,,387,,190,,0,,0,,0,,79,,225,
10305,20240930,S08000031,,New Outpatient,Completed,AF,,438,,197,,0,,0,,0,,65.5,,134,
10306,20250930,S08000031,,New Outpatient,Completed,AF,,390,,182,,0,,0,,0,,82,,235,
10307,20231130,S08000031,,New Outpatient,Completed,AF,,485,,77,,0,,0,,0,,43,,91.6,
10308,20241130,S08000031,,New Outpatient,Completed,AF,,428,,161,,0,,0,,0,,51,,149,
10309,20251130,S08000031,,New Outpatient,Completed,AF,,353,,176,,0,,0,,0,,84,,264,
10310,20240131,S08000031,,New Outpatient,Completed,AF,,494,,107,,0,,0,,0,,53,,92,
10311,20250131,S08000031,,New Outpatient,Completed,AF,,429,,156,,0,,0,,0,,51,,181,
10312,20240331,S08000031,,New Outpatient,Completed,AF,,488,,46,,0,,0,,0,,50,,84,
10313,20250331,S08000031,,New Outpatient,Completed,AF,,419,,220,,0,,0,,0,,97,,207,
10314,20240531,S08000031,,New Outpatient,Completed,AF,,469,,83,,0,,0,,0,,57,,87,
10315,20250531,S08000031,,New Outpatient,Completed,AF,,428,,208,,0,,0,,0,,81,,228,
10316,20240731,S08000031,,New Outpatient,Completed,AF,,349,,116,,0,,0,,0,,76,,107,
10317,20250731,S08000031,,New Outpatient,Completed,AF,,308,,119,,0,,0,,0,,61,,231,
10318,20240831,S08000031,,New Outpatient,Completed,AF,,420,,151,,0,,0,,0,,64,,128,
10319,20250831,S08000031,,New Outpatient,Completed,AF,,410,,174,,0,,0,,0,,68,,240,
10320,20241031,S08000031,,New Outpatient,Completed,AF,,412,,169,,0,,0,,0,,57.5,,144.9,
10321,20251031,S08000031,,New Outpatient,Completed,AF,,342,,151,,0,,0,,0,,65,,246,
10322,20231231,S08000031,,New Outpatient,Completed,AF,,401,,59,,0,,0,,0,,39,,97,
10323,20241231,S08000031,,New Outpatient,Completed,AF,,339,,127,,0,,0,,0,,51,,160,
10324,20250228,S08000031,,New Outpatient,Completed,AG,,58,,1,,0,,0,,0,,44,,70,
10325,20240229,S08000031,,New Outpatient,Completed,AG,,69,,2,,0,,0,,0,,29,,50,
10326,20240430,S08000031,,New Outpatient,Completed,AG,,65,,1,,0,,0,,0,,28,,71.2,
10327,20250430,S08000031,,New Outpatient,Completed,AG,,61,,0,,0,,0,,0,,29,,75,
10328,20240630,S08000031,,New Outpatient,Completed,AG,,66,,0,,0,,0,,0,,45.5,,62.5,
10329,20250630,S08000031,,New Outpatient,Completed,AG,,64,,1,,0,,0,,0,,27,,81.1,
10330,20240930,S08000031,,New Outpatient,Completed,AG,,62,,2,,0,,0,,0,,36.5,,53.9,
10331,20250930,S08000031,,New Outpatient,Completed,AG,,66,,1,,0,,0,,0,,41,,80.5,
10332,20231130,S08000031,,New Outpatient,Completed,AG,,73,,2,,0,,0,,0,,55,,66.8,
10333,20241130,S08000031,,New Outpatient,Completed,AG,,52,,0,,0,,0,,0,,35,,49.8,
10334,20251130,S08000031,,New Outpatient,Completed,AG,,52,,3,,0,,0,,0,,59,,71.9,
10335,20240131,S08000031,,New Outpatient,Completed,AG,,53,,2,,0,,0,,0,,42,,60.2,
10336,20250131,S08000031,,New Outpatient,Completed,AG,,66,,2,,0,,0,,0,,49,,67,
10337,20240331,S08000031,,New Outpatient,Completed,AG,,62,,1,,0,,0,,0,,22,,61.9,
10338,20250331,S08000031,,New Outpatient,Completed,AG,,53,,1,,0,,0,,0,,33,,70,
10339,20240531,S08000031,,New Outpatient,Completed,AG,,77,,10,,0,,0,,0,,30,,92.8,
10340,20250531,S08000031,,New Outpatient,Completed,AG,,66,,5,,0,,0,,0,,33,,82.5,
10341,20240731,S08000031,,New Outpatient,Completed,AG,,74,,2,,0,,0,,0,,57.5,,74,
10342,20250731,S08000031,,New Outpatient,Completed,AG,,63,,3,,0,,0,,0,,27,,83,
10343,20240831,S08000031,,New Outpatient,Completed,AG,,78,,0,,0,,0,,0,,48.5,,69.3,
10344,20250831,S08000031,,New Outpatient,Completed,AG,,57,,0,,0,,0,,0,,30,,79,
10345,20241031,S08000031,,New Outpatient,Completed,AG,,68,,2,,0,,0,,0,,37.5,,60.6,
10346,20251031,S08000031,,New Outpatient,Completed,AG,,74,,1,,0,,0,,0,,56,,78,
10347,20231231,S08000031,,New Outpatient,Completed,AG,,47,,2,,0,,0,,0,,41,,56.4,
10348,20241231,S08000031,,New Outpatient,Completed,AG,,52,,0,,0,,0,,0,,37,,48.9,
10349,20250228,S08000031,,New Outpatient,Completed,AH,,824,,552,,75,,0,,0,,199,,362.7,
10350,20240229,S08000031,,New Outpatient,Completed,AH,,720,,527,,1,,0,,0,,149,,322,
10351,20240430,S08000031,,New Outpatient,Completed,AH,,696,,441,,7,,0,,0,,146,,341,
10352,20250430,S08000031,,New Outpatient,Completed,AH,,747,,490,,67,,0,,0,,219,,353.4,
10353,20240630,S08000031,,New Outpatient,Completed,AH,,708,,480,,50,,0,,0,,163.5,,362.3,
10354,20250630,S08000031,,New Outpatient,Completed,AH,,898,,637,,104,,0,,0,,284,,402.3,
10355,20240930,S08000031,,New Outpatient,Completed,AH,,867,,637,,288,,0,,0,,318,,385,
10356,20250930,S08000031,,New Outpatient,Completed,AH,,895,,592,,75,,0,,0,,238,,304.6,
10357,20231130,S08000031,,New Outpatient,Completed,AH,,821,,567,,1,,0,,0,,146,,307,
10358,20241130,S08000031,,New Outpatient,Completed,AH,,955,,683,,219,,0,,0,,188,,371,
10359,20251130,S08000031,,New Outpatient,Completed,AH,,892,,616,,100,,0,,0,,238,,372.9,
10360,20240131,S08000031,,New Outpatient,Completed,AH,,729,,490,,3,,0,,0,,153,,316,
10361,20250131,S08000031,,New Outpatient,Completed,AH,,800,,537,,68,,0,,0,,194,,363,
10362,20240331,S08000031,,New Outpatient,Completed,AH,,727,,493,,3,,0,,0,,159,,327.4,
10363,20250331,S08000031,,New Outpatient,Completed,AH,,1006,,715,,80,,0,,0,,295,,354,
10364,20240531,S08000031,,New Outpatient,Completed,AH,,781,,524,,9,,0,,0,,168,,351,
10365,20250531,S08000031,,New Outpatient,Completed,AH,,770,,517,,56,,0,,0,,223.5,,340,
10366,20240731,S08000031,,New Outpatient,Completed,AH,,750,,495,,128,,0,,0,,157,,370,
10367,20250731,S08000031,,New Outpatient,Completed,AH,,808,,540,,67,,0,,0,,259.5,,337.4,
10368,20240831,S08000031,,New Outpatient,Completed,AH,,770,,520,,193,,0,,0,,167,,382.1,
10369,20250831,S08000031,,New Outpatient,Completed,AH,,934,,655,,81,,0,,0,,258,,311,
10370,20241031,S08000031,,New Outpatient,Completed,AH,,770,,474,,139,,0,,0,,168.5,,369,
10371,20251031,S08000031,,New Outpatient,Completed,AH,,896,,615,,113,,0,,0,,240.5,,377,
10372,20231231,S08000031,,New Outpatient,Completed,AH,,576,,418,,1,,0,,0,,149.5,,305,
10373,20241231,S08000031,,New Outpatient,Completed,AH,,757,,524,,96,,0,,0,,188,,371,
10374,20250228,S08000031,,New Outpatient,Completed,AM,,22,,0,,0,,0,,0,,25,,43.9,
10375,20240229,S08000031,,New Outpatient,Completed,AM,,34,,1,,0,,0,,0,,28.5,,35.7,
10376,20240430,S08000031,,New Outpatient,Completed,AM,,28,,0,,0,,0,,0,,29,,39.9,
10377,20250430,S08000031,,New Outpatient,Completed,AM,,38,,0,,0,,0,,0,,27,,57,
10378,20240630,S08000031,,New Outpatient,Completed,AM,,45,,0,,0,,0,,0,,28,,46.8,
10379,20250630,S08000031,,New Outpatient,Completed,AM,,52,,1,,0,,0,,0,,29,,55.2,
10380,20240930,S08000031,,New Outpatient,Completed,AM,,53,,0,,0,,0,,0,,33,,48,
10381,20250930,S08000031,,New Outpatient,Completed,AM,,58,,2,,0,,0,,0,,49.5,,63,
10382,20231130,S08000031,,New Outpatient,Completed,AM,,47,,0,,0,,0,,0,,21,,39.2,
10383,20241130,S08000031,,New Outpatient,Completed,AM,,48,,0,,0,,0,,0,,37.5,,57.9,
10384,20251130,S08000031,,New Outpatient,Completed,AM,,50,,1,,0,,0,,0,,31.5,,73.4,
10385,20240131,S08000031,,New Outpatient,Completed,AM,,42,,0,,0,,0,,0,,35.5,,59.2,
10386,20250131,S08000031,,New Outpatient,Completed,AM,,48,,0,,0,,0,,0,,37,,52.6,
10387,20240331,S08000031,,New Outpatient,Completed,AM,,32,,0,,0,,0,,0,,28.5,,45,
10388,20250331,S08000031,,New Outpatient,Completed,AM,,59,,0,,0,,0,,0,,25,,37.2,
10389,20240531,S08000031,,New Outpatient,Completed,AM,,38,,0,,0,,0,,0,,21,,42.5,
10390,20250531,S08000031,,New Outpatient,Completed,AM,,45,,0,,0,,0,,0,,24,,40.6,
10391,20240731,S08000031,,New Outpatient,Completed,AM,,49,,1,,0,,0,,0,,32,,55,
10392,20250731,S08000031,,New Outpatient,Completed,AM,,58,,0,,0,,0,,0,,44,,55,
10393,20240831,S08000031,,New Outpatient,Completed,AM,,63,,4,,0,,0,,0,,36,,57.4,
10394,20250831,S08000031,,New Outpatient,Completed,AM,,49,,0,,0,,0,,0,,44,,58.2,
10395,20241031,S08000031,,New Outpatient,Completed,AM,,54,,0,,0,,0,,0,,41.5,,56,
10396,20251031,S08000031,,New Outpatient,Completed,AM,,69,,0,,0,,0,,0,,50,,71.8,
10397,20231231,S08000031,,New Outpatient,Completed,AM,,26,,1,,0,,0,,0,,26,,39,
10398,20241231,S08000031,,New Outpatient,Completed,AM,,28,,0,,0,,0,,0,,27,,56,
10399,20250228,S08000031,,New Outpatient,Completed,AP,,23,,18,,0,,0,,0,,130,,183.4,
10400,20240229,S08000031,,New Outpatient,Completed,AP,,15,,5,,0,,0,,0,,,:,,:
10401,20240430,S08000031,,New Outpatient,Completed,AP,,25,,6,,0,,0,,0,,77,,87.6,
10402,20250430,S08000031,,New Outpatient,Completed,AP,,21,,14,,0,,0,,0,,122,,188,
10403,20240630,S08000031,,New Outpatient,Completed,AP,,21,,7,,0,,0,,0,,72,,94,
10404,20250630,S08000031,,New Outpatient,Completed,AP,,19,,13,,0,,0,,0,,,:,,:
10405,20240930,S08000031,,New Outpatient,Completed,AP,,25,,17,,0,,0,,0,,95,,144.6,
10406,20250930,S08000031,,New Outpatient,Completed,AP,,18,,12,,0,,0,,0,,,:,,:
10407,20231130,S08000031,,New Outpatient,Completed,AP,,29,,3,,0,,0,,0,,53,,69.6,
10408,20241130,S08000031,,New Outpatient,Completed,AP,,28,,18,,0,,0,,0,,118,,175.9,
10409,20251130,S08000031,,New Outpatient,Completed,AP,,17,,7,,0,,0,,0,,,:,,:
10410,20240131,S08000031,,New Outpatient,Completed,AP,,19,,3,,0,,0,,0,,,:,,:
10411,20250131,S08000031,,New Outpatient,Completed,AP,,25,,20,,0,,0,,0,,136,,221.8,
10412,20240331,S08000031,,New Outpatient,Completed,AP,,21,,7,,0,,0,,0,,74,,89,
10413,20250331,S08000031,,New Outpatient,Completed,AP,,31,,21,,0,,0,,0,,123,,175,
10414,20240531,S08000031,,New Outpatient,Completed,AP,,28,,5,,0,,0,,0,,53,,98.9,
10415,20250531,S08000031,,New Outpatient,Completed,AP,,23,,15,,0,,0,,0,,151,,198.2,
10416,20240731,S08000031,,New Outpatient,Completed,AP,,21,,10,,0,,0,,0,,84,,131,
10417,20250731,S08000031,,New Outpatient,Completed,AP,,21,,12,,0,,0,,0,,140,,216,
10418,20240831,S08000031,,New Outpatient,Completed,AP,,27,,16,,0,,0,,0,,95,,122,
10419,20250831,S08000031,,New Outpatient,Completed,AP,,31,,16,,0,,0,,0,,85,,200,
10420,20241031,S08000031,,New Outpatient,Completed,AP,,25,,21,,0,,0,,0,,109,,148.8,
10421,20251031,S08000031,,New Outpatient,Completed,AP,,20,,9,,1,,0,,0,,70.5,,238.3,
10422,20231231,S08000031,,New Outpatient,Completed,AP,,16,,5,,0,,0,,0,,,:,,:
10423,20241231,S08000031,,New Outpatient,Completed,AP,,22,,15,,0,,0,,0,,104.5,,183.3,
10424,20250228,S08000031,,New Outpatient,Completed,AQ,,1190,,652,,139,,0,,0,,118,,385,
10425,20240229,S08000031,,New Outpatient,Completed,AQ,,1194,,567,,71,,1,,0,,65,,324.5,
10426,20240430,S08000031,,New Outpatient,Completed,AQ,,1196,,534,,75,,0,,0,,57,,332,
10427,20250430,S08000031,,New Outpatient,Completed,AQ,,1168,,546,,107,,0,,0,,70,,358,
10428,20240630,S08000031,,New Outpatient,Completed,AQ,,1291,,658,,159,,0,,0,,89,,404,
10429,20250630,S08000031,,New Outpatient,Completed,AQ,,1283,,623,,91,,0,,0,,78,,357,
10430,20240930,S08000031,,New Outpatient,Completed,AQ,,1224,,617,,95,,0,,0,,90.5,,330,
10431,20250930,S08000031,,New Outpatient,Completed,AQ,,1275,,516,,110,,0,,0,,52,,357,
10432,20231130,S08000031,,New Outpatient,Completed,AQ,,1478,,781,,102,,0,,0,,95.5,,316.6,
10433,20241130,S08000031,,New Outpatient,Completed,AQ,,1321,,734,,123,,0,,0,,131,,357,
10434,20251130,S08000031,,New Outpatient,Completed,AQ,,1228,,524,,126,,0,,0,,59,,366,
10435,20240131,S08000031,,New Outpatient,Completed,AQ,,1098,,566,,88,,0,,0,,97,,351,
10436,20250131,S08000031,,New Outpatient,Completed,AQ,,1201,,642,,104,,0,,0,,117,,344,
10437,20240331,S08000031,,New Outpatient,Completed,AQ,,1189,,499,,83,,0,,0,,49,,338,
10438,20250331,S08000031,,New Outpatient,Completed,AQ,,1399,,758,,135,,0,,0,,102,,362,
10439,20240531,S08000031,,New Outpatient,Completed,AQ,,1384,,659,,131,,0,,0,,70.5,,337,
10440,20250531,S08000031,,New Outpatient,Completed,AQ,,1312,,594,,108,,0,,0,,72,,357,
10441,20240731,S08000031,,New Outpatient,Completed,AQ,,1295,,634,,191,,0,,0,,77,,414,
10442,20250731,S08000031,,New Outpatient,Completed,AQ,,1095,,403,,95,,0,,0,,55,,362.6,
10443,20240831,S08000031,,New Outpatient,Completed,AQ,,1395,,738,,129,,0,,0,,107,,357.6,
10444,20250831,S08000031,,New Outpatient,Completed,AQ,,1268,,507,,97,,0,,0,,55,,354,
10445,20241031,S08000031,,New Outpatient,Completed,AQ,,1253,,645,,99,,1,,0,,95,,350.8,
10446,20251031,S08000031,,New Outpatient,Completed,AQ,,1329,,494,,158,,0,,0,,49,,377,
10447,20231231,S08000031,,New Outpatient,Completed,AQ,,1037,,508,,101,,0,,0,,81,,362.4,
10448,20241231,S08000031,,New Outpatient,Completed,AQ,,1100,,559,,92,,0,,0,,89.5,,330.5,
10449,20250228,S08000031,,New Outpatient,Completed,AR,,403,,200,,0,,0,,0,,79,,216.2,
10450,20240229,S08000031,,New Outpatient,Completed,AR,,566,,246,,0,,0,,0,,80,,173,
10451,20240430,S08000031,,New Outpatient,Completed,AR,,445,,128,,2,,0,,0,,56,,185.8,
10452,20250430,S08000031,,New Outpatient,Completed,AR,,361,,145,,0,,0,,0,,44,,217,
10453,20240630,S08000031,,New Outpatient,Completed,AR,,465,,202,,0,,0,,0,,53,,185.8,
10454,20250630,S08000031,,New Outpatient,Completed,AR,,439,,195,,0,,0,,0,,52,,246.6,
10455,20240930,S08000031,,New Outpatient,Completed,AR,,426,,212,,0,,0,,0,,84,,173,
10456,20250930,S08000031,,New Outpatient,Completed,AR,,436,,193,,0,,0,,0,,56,,260,
10457,20231130,S08000031,,New Outpatient,Completed,AR,,459,,178,,3,,0,,0,,71,,261.8,
10458,20241130,S08000031,,New Outpatient,Completed,AR,,427,,193,,0,,0,,0,,48,,186.4,
10459,20251130,S08000031,,New Outpatient,Completed,AR,,496,,253,,1,,0,,0,,97,,348,
10460,20240131,S08000031,,New Outpatient,Completed,AR,,514,,229,,0,,0,,0,,77,,180.4,
10461,20250131,S08000031,,New Outpatient,Completed,AR,,476,,232,,0,,0,,0,,65,,225,
10462,20240331,S08000031,,New Outpatient,Completed,AR,,511,,186,,1,,0,,0,,71,,167,
10463,20250331,S08000031,,New Outpatient,Completed,AR,,475,,219,,0,,0,,0,,49,,210,
10464,20240531,S08000031,,New Outpatient,Completed,AR,,598,,224,,3,,0,,0,,70,,189,
10465,20250531,S08000031,,New Outpatient,Completed,AR,,516,,241,,0,,0,,0,,50,,239.5,
10466,20240731,S08000031,,New Outpatient,Completed,AR,,459,,211,,0,,0,,0,,54,,156.2,
10467,20250731,S08000031,,New Outpatient,Completed,AR,,399,,169,,0,,0,,0,,45,,249,
10468,20240831,S08000031,,New Outpatient,Completed,AR,,462,,239,,0,,0,,0,,97,,164,
10469,20250831,S08000031,,New Outpatient,Completed,AR,,391,,162,,0,,0,,0,,49,,261,
10470,20241031,S08000031,,New Outpatient,Completed,AR,,463,,232,,0,,0,,0,,88,,179,
10471,20251031,S08000031,,New Outpatient,Completed,AR,,462,,230,,2,,0,,0,,84,,337.3,
10472,20231231,S08000031,,New Outpatient,Completed,AR,,412,,170,,0,,0,,0,,68,,175,
10473,20241231,S08000031,,New Outpatient,Completed,AR,,368,,179,,0,,0,,0,,56,,207.3,
10474,20250228,S08000031,,New Outpatient,Completed,AW,,46,,36,,0,,0,,0,,90,,94.5,
10475,20240229,S08000031,,New Outpatient,Completed,AW,,49,,0,,0,,0,,0,,45,,55,
10476,20240430,S08000031,,New Outpatient,Completed,AW,,45,,0,,0,,0,,0,,46,,66.2,
10477,20250430,S08000031,,New Outpatient,Completed,AW,,56,,30,,0,,0,,0,,91,,102,
10478,20240630,S08000031,,New Outpatient,Completed,AW,,45,,0,,0,,0,,0,,62,,69,
10479,20250630,S08000031,,New Outpatient,Completed,AW,,56,,24,,0,,0,,0,,63,,125.5,
10480,20240930,S08000031,,New Outpatient,Completed,AW,,58,,5,,0,,0,,0,,68.5,,83.3,
10481,20250930,S08000031,,New Outpatient,Completed,AW,,52,,22,,0,,0,,0,,67,,144.8,
10482,20231130,S08000031,,New Outpatient,Completed,AW,,77,,0,,0,,0,,0,,56,,71.4,
10483,20241130,S08000031,,New Outpatient,Completed,AW,,54,,2,,0,,0,,0,,70,,82.7,
10484,20251130,S08000031,,New Outpatient,Completed,AW,,53,,44,,0,,0,,0,,147,,158,
10485,20240131,S08000031,,New Outpatient,Completed,AW,,59,,1,,0,,0,,0,,52,,60.2,
10486,20250131,S08000031,,New Outpatient,Completed,AW,,56,,53,,0,,0,,0,,90,,91,
10487,20240331,S08000031,,New Outpatient,Completed,AW,,58,,0,,0,,0,,0,,40,,51.6,
10488,20250331,S08000031,,New Outpatient,Completed,AW,,53,,32,,0,,0,,0,,93,,127,
10489,20240531,S08000031,,New Outpatient,Completed,AW,,60,,0,,0,,0,,0,,54.5,,64,
10490,20250531,S08000031,,New Outpatient,Completed,AW,,68,,36,,0,,0,,0,,92,,111.3,
10491,20240731,S08000031,,New Outpatient,Completed,AW,,45,,3,,0,,0,,0,,60,,84,
10492,20250731,S08000031,,New Outpatient,Completed,AW,,60,,31,,0,,0,,0,,107,,140,
